p_laptopcatentryId_25
3074457345618862330,871378,627158,1405154,1023163,1218185,1023173,3074457345619303835,685660,903499,354651,1520158,1088657,958657,3074457345618711322,903542,903726,1182652,958655,1291167,903649,1120660,871467,903686,1020162
871460,1616692,1037158,903692,903622,541676,1616695,836229,3074457345619374832,3074457345619516341,1176161,3074457345619516353,836227,903762,1218187,903666,1209174,903603,903578,3074457345619714819,871370,903684,996161,1508154,3074457345619334833
836244,3074457345619253823,1323653,1283652,1669161,903560,3074457345619425323,3074457345618903321,871371,768158,903685,1053662,1106154,1087159,1292655,638653,3074457345619374835,541680,1323654,1470676,1614654,946653,3074457345619253821,871343,1470669
1553152,3074457345619013326,734651,1507151,907679,3074457345619722818,757651,1327159,1092651,1487155,1052162,3074457345619384323,1604151,909652,1052164,983651,882651,3074457345619203820,1138651,3074457345619248321,1175654,865651,839164,1575154,3074457345619343820
1522153,3074457345619203819,1052151,3074457345619381826,1350154,1226654,1257651,1281651,1173670,1158156,1391651,721651,3074457345619562322,3074457345618821819,3074457345619190818,983655,882155,704151,907687,1173672,3074457345619587320,1109652,1165153,1078653,1165155
903711,1616691,3074457345619676335,903522,903643,871480,903676,871428,3074457345618641823,903587,3074457345619676336,903526,3074457345618753830,1266162,1099163,3074457345618895336,871396,3074457345618797322,3074457345619284329,1194152,903680,1005661,871418,738652,871358
1075672,903701,1086682,789162,1021660,1470677,3074457345619571331,3074457345619516340,1638665,1012663,3074457345619246821,1747660,1612671,1005659,775667,3074457345619303845,1053665,1616694,3074457345619676333,3074457345619350321,3074457345618898821,925695,1141161,1166153,903760
3074457345619516348,903549,1086684,903682,1729160,1488152,836232,3074457345619376820,903658,775662,1075679,3074457345618797321,1216173,1671658,3074457345619669335,3074457345619209825,903573,1037163,768160,1024160,3074457345619119822,3074457345618565342,1353653,1145680,1086681
872156,1597658,1137167,1050660,1045197,1470678,903777,1179653,1794655,3074457345618862332,1050659,3074457345618709332,1086695,903556,3074457345619303843,1218183,1616690,903718,3074457345619209827,3074457345619640819,945164,1216180,1292654,3074457345619703829,3074457345618963319
3074457345618897819,981656,907676,960658,909653,3074457345619203821,1165152,3074457345619635318,3074457345619562323,1055656,1621151,1425651,1575151,3074457345619384318,891657,1349151,1205653,3074457345619656325,810161,3074457345619114822,981652,907696,1109653,960662,3074457345618775818
