p_desktopscatentryId_50
777159,913663,3074457345618968318,1501156,1443651,1641152,1426156,1426157,1029662,1426161,3074457345619315321,3074457345619061819,923155,622152,1632153,839168,839169,3074457345619248333,913657,622151,918151,1621652,1074652,1004661,3074457345619248334,3074457345619114826,1138658,1029663,1147154,1455152,1426160,1406154,3074457345619074320,913671,3074457345619652818,3074457345618663818,1426163,1029657,978656,923156,1175652,1787651,1543651,1138653,629154,3074457345618972822,3074457345619562326,988152,3074457345618938830,3074457345618968818
1501157,1150162,1128654,1540655,777163,1004655,923151,3074457345618972819,1632151,913660,3074457345619573820,777156,913655,1339655,3074457345619381820,688153,777155,1128655,3074457345618500819,1029660,1426162,1426158,1578654,3074457345619573819,1736154,1175651,3074457345619061818,1122153,920151,839155,1122152,1138656,978653,3074457345619699820,839152,1339659,1578655,1004652,3074457345618968820,3074457345619414820,913670,988157,1055653,3074457345618972821,3074457345619317823,3074457345619315320,1029655,234668,3074457345618938828,3074457345619587330
1291170,3074457345619547821,674654,1045180,3074457345618713819,1343158,3074457345619055325,3074457345619319327,1333152,3074457345618700319,1145684,1068665,3074457345619334845,1583156,1014659,1047676,3074457345619314826,871331,1373156,1145681,3074457345618991859,1720663,274699,3074457345619388830,1634684,1737662,903715,3074457345619516346,3074457345618866841,1047679,1612665,871376,1562652,3074457345618991868,3074457345619269331,3074457345618848837,871393,1169165,1291173,1753658,1345683,1622665,1737669,1371154,943667,1345681,1638660,836200,3074457345619334843,903544
1068671,903541,3074457345618834322,3074457345619344823,1145675,3074457345619183319,3074457345619025834,3074457345618991860,858666,3074457345619049819,3074457345619000827,3074457345619406833,1669166,3074457345619453325,3074457345618589824,1145692,871474,1612664,943668,1474653,1274161,3074457345618524821,681152,903785,1145672,836224,1068668,903716,903550,1345692,1343159,871352,871388,3074457345619406828,943665,3074457345618506319,903616,1634676,903543,871384,979154,3074457345618970833,1372156,1326675,3074457345618991871,3074457345619621319,1343160,1702166,871350,1014157
978654,1337651,1029658,913652,3074457345619509318,913654,1367153,3074457345618561818,1736156,3074457345619381818,3074457345618972818,3074457345619414818,1474151,913662,1339656,1029659,3074457345619248331,3074457345619472823,3074457345619317818,777164,1122154,1004653,1029661,1339653,3074457345618502818,3074457345618500818,3074457345619699823,1641153,1029654,913658,1336653,661651,3074457345619317820,839165,3074457345619248332,1263651,978151,1158168,3074457345619143818,659651,960663,1078655,988160,1443654,1158167,628651,3074457345619598818,3074457345618838321,1367154,1138657
3074457345618619818,1632154,923153,1334151,1339663,3074457345619315319,1339660,3074457345619573818,1109651,1138655,1138654,3074457345619317821,1029653,839162,1621651,315151,3074457345618968819,1455151,3074457345619061820,3074457345619317822,3074457345618938831,839178,1641154,1102154,1694151,3074457345619699819,1004654,3074457345618938823,1004660,3074457345618938820,629151,3074457345618938818,3074457345619699822,1004662,1000651,3074457345618968320,1004651,839154,3074457345618972820,1055651,923152,777162,988158,1493153,688154,3074457345618671318,839172,234671,1393651,907651
871344,3074457345619045822,3074457345618995346,1634675,1086698,1456659,3074457345618589823,1154662,3074457345619388834,1634687,1394660,859652,1634690,3074457345619560344,3074457345618540320,1634674,871355,3074457345618547834,1345686,3074457345619348329,1123658,3074457345618837826,1727152,1558152,1475164,1687655,1172152,3074457345618866838,836233,965152,903789,1301152,3074457345618802321,1737666,1612668,1687654,3074457345619369825,871420,3074457345619025835,1392656,3074457345619055326,3074457345618970832,1720666,3074457345618519329,1068666,3074457345618970835,871471,3074457345619503321,903698,3074457345619608827
1294657,1346654,3074457345619269326,896662,3074457345619440821,3074457345618581822,1326672,871449,3074457345618854363,706654,3074457345618859319,3074457345618587819,1291175,1374655,1514653,1656662,1394664,1482167,3074457345618866840,3074457345618991848,3074457345619025841,3074457345619359333,1326677,3074457345619307824,1706652,1497663,903509,3074457345618490828,3074457345619385329,903585,3074457345618834324,1482165,3074457345619359332,1634681,943664,903761,1394661,3074457345618854354,3074457345619449327,1549659,3074457345618490832,1074172,836225,3074457345619535819,3074457345618494832,871414,1316658,858665,1722652,1047667
3074457345619025840,871380,3074457345618703320,3074457345619269330,3074457345619319328,3074457345618494834,871398,1746660,3074457345619328836,3074457345619626337,1351160,903654,3074457345618991851,1074168,1746664,3074457345618547833,1482162,3074457345618818819,3074457345618848831,903637,903750,3074457345618848834,3074457345618854351,3074457345619335823,1702169,3074457345618494829,1033652,3074457345619533331,871450,3074457345618498334,1702162,3074457345618543827,896664,903512,871424,1395658,1656660,903662,1638661,3074457345618848835,1045194,871399,1075683,1145673,3074457345618490827,1475161,903551,1791158,1482166,3074457345618575853
903496,3074457345618991856,3074457345618854350,1294657,1346654,3074457345619269326,896662,3074457345619440821,3074457345618581822,1326672,871449,3074457345618854363,706654,3074457345618859319,3074457345618587819,1291175,1374655,1514653,1656662,1394664,1482167,3074457345618866840,3074457345618991848,3074457345619025841,3074457345619359333,1326677,3074457345619307824,1706652,1497663,903509,3074457345618490828,3074457345619385329,903585,3074457345618834324,1482165,3074457345619359332,1634681,943664,903761,1394661,3074457345618854354,3074457345619449327,1549659,3074457345618490832,1074172,836225,3074457345619535819,3074457345618494832,871414,1316658
1123657,3074457345618494831,3074457345619453322,1497664,1685652,3074457345618837827,903652,1634682,3074457345619000828,3074457345619029830,1456656,871401,3074457345618991870,706655,3074457345619334834,3074457345618588821,1737668,1720667,896659,3074457345619436822,3074457345619560340,943666,1373155,1371153,777663,3074457345618991850,3074457345618494835,3074457345618854362,1326666,3074457345619626329,3074457345619166325,1638663,3074457345619279836,858662,3074457345619029831,3074457345619269327,1221654,1482163,3074457345619422319,3074457345618991853,3074457345618519328,1014155,1319656,896663,858660,1345685,1316663,3074457345619388835,903712,3074457345618848833
1656663,1746662,1291168,1169160,1351158,3074457345619626332,871440,3074457345618499821,3074457345619029825,903634,3074457345618970831,1014158,1014660,3074457345618889819,3074457345618866832,3074457345618866836,3074457345619335822,979153,147159,3074457345619388838,1737665,3074457345619406826,3074457345619413320,1680152,3074457345619626338,1394662,1157154,3074457345619266321,1549661,1737670,3074457345618524820,1224166,3074457345618854346,3074457345619626333,1607154,3074457345619369827,3074457345619533335,903520,3074457345619016819,3074457345619279828,836215,3074457345618970829,3074457345618848828,3074457345619633323,943671,903606,1469654,1221653,3074457345618819820,871482
